Id,Score
40001,2.786259889602661
40002,3.4203386306762695
40003,4.123796463012695
40004,3.9914023876190186
40005,4.510475158691406
40006,4.690690517425537
40007,5.692694187164307
40008,6.502206325531006
40009,2.8087713718414307
40010,3.1321754455566406
40011,3.973778486251831
40012,2.622859001159668
40013,3.2894651889801025
40014,3.4606587886810303
40015,3.4845874309539795
40016,3.5557448863983154
40017,5.539174556732178
40018,2.6775729656219482
40019,4.563122272491455
40020,4.491240978240967
40021,4.782033443450928
40022,2.735585927963257
40023,4.588803768157959
40024,5.261390686035156
40025,4.528631687164307
40026,3.2794806957244873
40027,3.139360189437866
40028,5.091812610626221
40029,2.780583143234253
40030,2.968714475631714
40031,4.53095006942749
40032,6.348260879516602
40033,4.162220001220703
40034,3.5656626224517822
40035,4.495206356048584
40036,2.645188570022583
40037,3.417046546936035
40038,4.861913204193115
40039,6.363470077514648
40040,4.18770170211792
40041,6.087457656860352
40042,2.998379945755005
40043,3.265420913696289
40044,3.7068164348602295
40045,2.9457037448883057
40046,3.072286367416382
40047,6.37431001663208
40048,3.324796676635742
40049,5.144254684448242
40050,3.938216209411621
40051,5.5534210205078125
40052,5.773064136505127
40053,3.0609970092773438
40054,3.08907151222229
40055,2.5223209857940674
40056,3.43670392036438
40057,3.053999185562134
40058,4.433925151824951
40059,5.4676194190979
40060,4.876584529876709
40061,5.067790985107422
40062,4.973877429962158
40063,2.964876174926758
40064,3.085125207901001
40065,5.440287113189697
40066,3.0710198879241943
40067,5.480326175689697
40068,3.5679752826690674
40069,1.9605169296264648
40070,3.826554536819458
40071,3.7064406871795654
40072,5.480946063995361
40073,2.998941659927368
40074,3.1893255710601807
40075,2.9230964183807373
40076,5.6356353759765625
40077,3.771648406982422
40078,4.298069477081299
40079,4.532956600189209
40080,5.294034481048584
40081,6.124116897583008
40082,4.154837131500244
40083,4.28025484085083
40084,3.9240427017211914
40085,2.1807425022125244
40086,3.791754961013794
40087,5.276468753814697
40088,2.8621225357055664
40089,7.371279239654541
40090,4.446653842926025
40091,3.101393938064575
40092,3.7907955646514893
40093,3.682718515396118
40094,4.739465713500977
40095,3.9194958209991455
40096,3.9312314987182617
40097,3.2870309352874756
40098,3.516792058944702
40099,8.003575325012207
40100,6.254832744598389
40101,6.347206115722656
40102,3.0508201122283936
40103,4.4447197914123535
40104,2.2392630577087402
40105,4.120568752288818
40106,7.047660827636719
40107,1.9244886636734009
40108,2.2281253337860107
40109,4.412677764892578
40110,6.244743347167969
40111,3.8404037952423096
40112,3.382754325866699
40113,2.911659002304077
40114,3.0832672119140625
40115,2.9448773860931396
40116,5.020053386688232
40117,4.841907501220703
40118,4.372726917266846
40119,5.075943470001221
40120,5.346162796020508
40121,3.5786218643188477
40122,3.1532325744628906
40123,3.9886443614959717
40124,3.0419769287109375
40125,2.895099639892578
40126,4.105600833892822
40127,2.624331474304199
40128,3.981050729751587
40129,4.911905288696289
40130,3.6401660442352295
40131,6.254642486572266
40132,8.638129234313965
40133,2.4601895809173584
40134,3.181084394454956
40135,3.848186731338501
40136,3.666905641555786
40137,3.300969362258911
40138,4.623671054840088
40139,5.012979984283447
40140,2.9459798336029053
40141,3.3318240642547607
40142,3.901625633239746
40143,2.578674077987671
40144,4.105518341064453
40145,4.465088367462158
40146,4.023279666900635
40147,3.635057210922241
40148,3.0297443866729736
40149,3.4434192180633545
40150,3.254624366760254
40151,4.019191741943359
40152,3.6326093673706055
40153,1.8582987785339355
40154,2.7683770656585693
40155,3.4429454803466797
40156,3.651942253112793
40157,2.5216972827911377
40158,3.967768907546997
40159,2.936420440673828
40160,3.7326278686523438
40161,2.3347628116607666
40162,4.435715675354004
40163,3.899695634841919
40164,4.254332065582275
40165,2.5872819423675537
40166,3.52842116355896
40167,3.150055170059204
40168,3.4757730960845947
40169,3.884998321533203
40170,4.027034282684326
40171,5.424518585205078
40172,4.293788909912109
40173,4.707458972930908
40174,4.3469438552856445
40175,3.462409257888794
40176,2.706613779067993
40177,3.7482099533081055
40178,4.066368103027344
40179,3.1106739044189453
40180,5.883413791656494
40181,3.001405715942383
40182,4.734975814819336
40183,3.364407777786255
40184,1.8676849603652954
40185,3.90632700920105
40186,2.3629555702209473
40187,2.92744517326355
40188,2.95855975151062
40189,2.4216089248657227
40190,3.837974786758423
40191,2.878498077392578
40192,1.6199320554733276
40193,2.0963592529296875
40194,4.02987813949585
40195,3.241246461868286
40196,2.8053858280181885
40197,2.876924514770508
40198,2.902114152908325
40199,3.9492416381835938
40200,3.6297261714935303
40201,2.4023470878601074
40202,2.6825449466705322
40203,3.736963987350464
40204,4.407052516937256
40205,4.521427631378174
40206,3.686846971511841
40207,3.1681606769561768
40208,5.672964096069336
40209,8.099607467651367
40210,4.239469051361084
40211,6.26341438293457
40212,3.9647674560546875
40213,3.6117286682128906
40214,4.4925947189331055
40215,3.1753532886505127
40216,4.976455211639404
40217,4.857402324676514
40218,2.8154489994049072
40219,5.387876510620117
40220,4.241076946258545
40221,4.258525848388672
40222,3.2247371673583984
40223,2.7312469482421875
40224,3.521341562271118
40225,5.461825847625732
40226,3.6784133911132812
40227,3.5379066467285156
40228,2.3707668781280518
40229,3.912346124649048
40230,4.544920444488525
40231,3.4478931427001953
40232,8.506648063659668
40233,2.9702701568603516
40234,4.76906681060791
40235,4.051967144012451
40236,4.643033504486084
40237,2.9485013484954834
40238,4.329309463500977
40239,5.351345539093018
40240,4.310141086578369
40241,3.9679126739501953
40242,3.17716383934021
40243,3.990776777267456
40244,2.2104389667510986
40245,3.3869454860687256
40246,6.184797286987305
40247,3.047424077987671
40248,3.13208270072937
40249,4.000784397125244
40250,4.51165771484375
40251,3.95957350730896
40252,2.9591541290283203
40253,1.8739852905273438
40254,3.9896748065948486
40255,2.323896646499634
40256,2.9637091159820557
40257,5.226945400238037
40258,3.868746519088745
40259,3.588820219039917
40260,3.3738765716552734
40261,3.9133718013763428
40262,2.477163076400757
40263,5.605609893798828
40264,3.9401252269744873
40265,3.3675649166107178
40266,4.418694019317627
40267,4.280211925506592
40268,5.305016040802002
40269,4.296975135803223
40270,4.074843883514404
40271,4.5002007484436035
40272,4.852780818939209
40273,3.7043163776397705
40274,3.681016206741333
40275,2.1188056468963623
40276,4.260461807250977
40277,4.764393329620361
40278,4.9281697273254395
40279,3.333580255508423
40280,2.997183084487915
40281,2.530939817428589
40282,4.928042411804199
40283,4.686957836151123
40284,4.780775547027588
40285,4.998861789703369
40286,4.492880344390869
40287,4.5768537521362305
40288,3.9458017349243164
40289,2.782280206680298
40290,4.955545902252197
40291,4.740799427032471
40292,2.8194611072540283
40293,3.9062936305999756
40294,4.417370319366455
40295,3.683384656906128
40296,2.414140462875366
40297,4.525725841522217
40298,5.060343265533447
40299,4.162167072296143
40300,3.244839668273926
40301,2.378483772277832
40302,2.723088502883911
40303,3.6198322772979736
40304,3.3136579990386963
40305,2.2480080127716064
40306,4.294649600982666
40307,4.835689544677734
40308,4.022246360778809
40309,2.7349510192871094
40310,4.315293312072754
40311,6.180080890655518
40312,2.540762424468994
40313,6.999197483062744
40314,3.6514809131622314
40315,6.6391215324401855
40316,6.367712497711182
40317,4.05483865737915
40318,5.0711236000061035
40319,3.6189801692962646
40320,4.416471481323242
40321,3.398470878601074
40322,2.3586266040802
40323,4.823609828948975
40324,6.385301113128662
40325,4.84771203994751
40326,4.232351779937744
40327,4.0026535987854
40328,6.2202019691467285
40329,3.4900243282318115
40330,3.883765459060669
40331,3.495495080947876
40332,3.1382229328155518
40333,5.328402996063232
40334,4.779586315155029
40335,3.061190366744995
40336,3.6456117630004883
40337,3.1957528591156006
40338,3.1174755096435547
40339,4.6129913330078125
40340,4.751216888427734
40341,5.138477325439453
40342,5.79010534286499
40343,3.2987282276153564
40344,3.2575225830078125
40345,2.3984363079071045
40346,5.462650775909424
40347,5.232525825500488
40348,2.7403080463409424
40349,3.1759748458862305
40350,4.55712366104126
40351,3.6958401203155518
40352,5.3802947998046875
40353,4.501327991485596
40354,2.5843727588653564
40355,4.82394552230835
40356,3.4622325897216797
40357,2.2329161167144775
40358,2.293999671936035
40359,3.0033466815948486
40360,2.953984260559082
40361,3.8526852130889893
40362,2.8211402893066406
40363,2.3784079551696777
40364,4.428629398345947
40365,4.042553901672363
40366,4.507375717163086
40367,3.485227584838867
40368,5.94658088684082
40369,3.6210219860076904
40370,3.150606155395508
40371,3.0431947708129883
40372,3.6721792221069336
40373,3.168627977371216
40374,2.1604385375976562
40375,5.036437511444092
40376,2.980154275894165
40377,2.5957162380218506
40378,3.4759206771850586
40379,3.399486780166626
40380,2.4753634929656982
40381,3.621673583984375
40382,4.085757732391357
40383,2.7048137187957764
40384,3.34378981590271
40385,3.7006404399871826
40386,4.794193744659424
40387,3.513731002807617
40388,2.4220921993255615
40389,5.709005355834961
40390,6.302510738372803
40391,3.903578519821167
40392,5.879786014556885
40393,5.603351593017578
40394,3.9911983013153076
40395,3.705624580383301
40396,3.543452501296997
40397,4.972818851470947
40398,5.635201930999756
40399,6.709003925323486
40400,4.86937952041626
40401,3.1574881076812744
40402,4.841515064239502
40403,5.8509979248046875
40404,4.879174709320068
40405,3.9940993785858154
40406,5.179670333862305
40407,4.455652713775635
40408,3.1813266277313232
40409,6.886146068572998
40410,3.851425886154175
40411,3.732567548751831
40412,2.970884084701538
40413,5.943688869476318
40414,4.122830867767334
40415,4.09677791595459
40416,3.362830877304077
40417,5.51146125793457
40418,3.294968843460083
40419,5.321173191070557
40420,7.079749584197998
40421,4.669615268707275
40422,2.5861895084381104
40423,5.647756099700928
40424,4.61801290512085
40425,2.432724952697754
40426,2.435460329055786
40427,2.66876220703125
40428,4.5823750495910645
40429,3.4676942825317383
40430,5.203912258148193
40431,3.129693031311035
40432,4.3985700607299805
40433,5.95196008682251
40434,2.624443769454956
40435,2.2950332164764404
40436,2.878211259841919
40437,2.7850706577301025
40438,5.133543968200684
40439,3.3869590759277344
40440,2.3290326595306396
40441,3.0334560871124268
40442,2.361724615097046
40443,2.535665512084961
40444,4.280803680419922
